x,AR,M,P,T,rho,V
262.6318030462577,1.000167838766127,0.9865252685546875,2322667.789426943,2968.8496187696887,2.0163558138473325,1183.9355469511593
263.0125950546271,1.0,1.0,2289484.7972391876,2962.9629629629626,1.9914977295572833,1200.1066619263472
263.0125950546271,1.0,1.0,2289484.7972391876,2962.9629629629626,1.9914977295572833,1200.1066619263472
263.0694287814672,1.0000146802073975,1.0040054321289062,2279639.5700943293,2961.2022742616396,1.9841129286593409,1204.9136077081414
263.126260324203,1.0000587209119407,1.0079574584960938,2269934.510955911,2959.460225167601,1.9768289595411277,1209.6564608795118
263.1830874988141,1.0001321223605764,1.0120162963867188,2259976.6683061942,2957.666115052489,1.9693508016899366,1214.52749927173
263.23990812144814,1.0002348849645415,1.0159683227539062,2250290.4423127966,2955.914391792205,1.962072261270855,1219.2703524431001
263.2967200085044,1.0003670092988508,1.0200271606445312,2240352.56485051,2954.1103894504354,1.9546001290960453,1224.1413908353184
263.35352097671785,1.0005284961015775,1.0239791870117188,2230686.380449371,2952.349076581959,1.9473278914718133,1228.8842440066887
263.4103088432432,1.0007193462729331,1.0280380249023438,2220769.6992825815,2950.53526892877,1.939862677070016,1233.7552823989067
263.4670814257384,1.0009395608741385,1.0320968627929688,2210864.221066874,2948.716526469716,1.932401304565351,1238.626320791125
263.52383654244915,1.001189141126095,1.0361557006835938,2200970.2540560993,2946.8928715690945,1.9249439985739443,1243.497359183343
263.58057201229195,1.0014680884078448,1.0401077270507812,2191348.006500671,2945.1125086727106,1.9176870573990308,1248.2402123547133
263.63728565493864,1.0017764042548372,1.0441665649414062,2181477.653312053,2943.279223855912,1.9102384307561877,1253.1112507469315
263.6939752908997,1.0021140903569816,1.0482254028320312,2171619.7123801494,2941.441093196026,1.9027945297102455,1257.9822891391495
263.75063874160816,1.002481148556503,1.0522842407226562,2161774.481444289,2939.5981391187,1.895355572899151,1262.8533275313678
263.80727382950346,1.002877580845592,1.0563430786132812,2151942.2555806185,2937.7503840635577,1.8879217774392707,1267.724365923586
263.863878378115,1.0033033893638557,1.0604019165039062,2142123.3271958316,2935.8978504836064,1.8804933589188453,1272.595404315804
263.9204502121456,1.0037585763955634,1.0645675659179688,2132060.1368352696,2933.9916207799683,1.8728752712686472,1277.59462792887
263.97698715755564,1.0042431443666926,1.0686264038085938,2122269.0388856353,2932.129473295782,1.8654584028276524,1282.4656663210883
264.03348704164597,1.0047570958417733,1.0726852416992188,2112492.107008369,2930.262615312276,1.8580475543908959,1287.3367047133063
264.0899476931418,1.0053004335205336,1.0767440795898438,2102729.6228062906,2928.391069330456,1.8506429353321299,1292.2077431055245
264.146366942276,1.0058731602343443,1.0809097290039062,2092725.5466448024,2926.465421077722,1.843050153284463,1297.2069667185906
264.20274262087264,1.0064752789424667,1.0849685668945312,2082993.190331063,2924.584444764499,1.8356587924648184,1302.0780051108086
264.25907256243005,1.0071067927280972,1.0891342163085938,2073020.6138945918,2922.649165476572,1.8280800504078758,1307.0772287238747
264.31535460220425,1.0077677047942228,1.0931930541992188,2063319.5081693549,2920.758851342276,1.8207027880777458,1311.948267116093
264.37158657729213,1.0084580184592704,1.0973587036132812,2053379.5721453477,2918.814036001217,1.8131389416564319,1316.9474907291587
264.4277663267147,1.009177737152569,1.1014175415039062,2043710.817173278,2916.914476626373,1.8057766049561048,1321.818529121377
264.48389169149965,1.0099268644096089,1.1055831909179688,2033804.639094703,2914.9602202813603,1.7982284963200235,1326.8177527344428
264.539960514765,1.0107054038671144,1.1097488403320312,2023915.978158403,2913.0012184104553,1.7906886757394036,1331.816976347509
264.5959706418015,1.0115133592579175,1.1138076782226562,2014297.9866591988,2911.0879060646457,1.7833503569310816,1336.6880147397271
264.6519199201555,1.0123507344056424,1.1179733276367188,2004444.7234161273,2909.1196064858805,1.7758275171848916,1341.687238352793
264.70780619971185,1.0132175332191968,1.1221389770507812,1994609.7944843124,2907.146633986627,1.768313587247988,1346.686461965859
264.7636273327764,1.0141137596870764,1.1263046264648438,1984793.4685983623,2905.1690129872995,1.7608087726215746,1351.6856855789251
264.81938117415865,1.015039417871476,1.1304702758789062,1974996.0114705148,2903.186767912289,1.753313277020842,1356.684909191991
264.87506558125386,1.0159945119022162,1.1346359252929688,1965217.6857903171,2901.199923189332,1.745827302371507,1361.684132805057
264.93067841412596,1.0169790459704795,1.1386947631835938,1955708.735970244,2899.259622250397,1.7385426245479148,1366.555171197275
264.98621753558916,1.0179930243223658,1.1428604125976562,1945968.942193961,2897.263767906581,1.7310760335976545,1371.5543948103411
265.0416808112906,1.019036451252258,1.1470260620117188,1936249.043334554,2895.2633865853236,1.7236195535907364,1376.5536184234072
265.09706610979197,1.0201093310960092,1.1512985229492188,1926300.845554811,2893.207036454854,1.715982588995038,1381.681027257321
265.15237130265166,1.021211668223944,1.1554641723632812,1916622.0116843148,2891.1975599816146,1.7085471851415228,1386.680250870387
265.20759426450667,1.0223434670336815,1.1596298217773438,1906963.821948951,2889.1836304622216,1.7011224760477897,1391.6794744834529
265.2627328731538,1.0235047319427786,1.1637954711914062,1897326.5179000213,2887.165272330445,1.6937086510341337,1396.678698096519
265.31778500963185,1.0246954673811948,1.1679611206054688,1887710.3380761067,2885.1425100184624,1.6863058976112502,1401.677921709585
265.3727485583024,1.0259156777835816,1.1721267700195312,1878115.5180058216,2883.115367956255,1.6789144014786381,1406.6771453226509
265.42762140693173,1.0271653675813972,1.1762924194335938,1868542.290210889,2881.083870571002,1.671534346523198,1411.676368935717
265.4824014467715,1.0284445411948449,1.1805648803710938,1858746.2653210787,2878.995784830012,1.6639771351130592,1416.8037777696306
265.5370865726401,1.0297532030246412,1.1847305297851562,1849217.4759250535,2876.9555399645246,1.656620811924685,1421.8030013826967
265.59167468300325,1.0310913574436167,1.1888961791992188,1839710.9640557836,2874.9110136607096,1.649276475239153,1426.8022249957628
265.6461636800552,1.0324590087881431,1.1931686401367188,1829984.0680933425,2872.8096416624544,1.6417564586758984,1431.9296338296765
265.700551469799,1.033856161349394,1.1973342895507812,1820523.3549353764,2870.7565174977917,1.6344369415559028,1436.9288574427426
265.754835962127,1.035282819364444,1.2014999389648438,1811085.5771736533,2868.6991857319276,1.6271299396387724,1441.9280810558087
265.8090150709013,1.0367389870071995,1.2057723999023438,1801429.851669252,2866.584756607482,1.6196487585949537,1447.0554898897224
265.8630867140338,1.0382246683791676,1.2099380493164062,1792039.177598633,2864.5189764872425,1.6123676303541679,1452.0547135027884
265.9170488135664,1.0397398675000702,1.2142105102539062,1782432.198970693,2862.3959336821035,1.604913340593697,1457.1821223367022
265.97089929575066,1.0412845882982902,1.2183761596679688,1773089.4714899443,2860.321805221425,1.597658772921107,1462.1813459497682
266.02463609112755,1.0428588346011696,1.2225418090820312,1763770.717081923,2858.2435922797563,1.5904175660534543,1467.1805695628343
266.07825713460693,1.0444626101251469,1.2268142700195312,1754238.1290850036,2856.107874414637,1.5830047359057917,1472.307978396748
266.13176036554717,1.046095918465745,1.2309799194335938,1744968.534569684,2854.0214623778843,1.5757910874977916,1477.307202009814
266.18514372783386,1.0477587630874041,1.2352523803710938,1735486.7710356265,2851.877386380662,1.5684068573289849,1482.4346108437278
266.23840516995944,1.0494511473131698,1.2394180297851562,1726267.1182736843,2849.7828750579906,1.5612214166722675,1487.4338344567939
266.2915426451014,1.0511730743142305,1.2436904907226562,1716836.9686512756,2847.63054324762,1.5538664447052637,1492.5612432907076
266.3445541112015,1.0529245470993116,1.2478561401367188,1707668.0152399088,2845.5280323494885,1.5467098460496096,1497.5604669037737
266.39743753104375,1.0547055685039233,1.2521286010742188,1698290.2441609192,2843.3675469388813,1.5393847750943017,1502.6878757376876
266.4501908723331,1.0565161411794721,1.2564010620117188,1688939.2775884462,2841.2029720654423,1.5320750841253825,1507.8152845716013
266.5028121077734,1.0583562675822267,1.2605667114257812,1679848.0709929788,2839.088599154168,1.5249630951639315,1512.8145081846674
266.5552992151453,1.0602259499621554,1.2648391723632812,1670550.588224616,2836.9160244255754,1.5176842444703742,1517.941917018581
266.60765017738373,1.0621251903516171,1.2690048217773438,1661511.8740729257,2834.7939013508776,1.5106026212647974,1522.9411406316472
266.65986298265585,1.0640539905539335,1.2732772827148438,1652268.578192937,2832.613428672566,1.5033552151858425,1528.068549465561
266.7119356244382,1.0660123521318159,1.2775497436523438,1643052.9790924191,2830.428995849987,1.496123956027792,1533.1959582994748
266.7638661015936,1.0680002763956769,1.2817153930664062,1634094.599956661,2828.295385863958,1.4890891671204802,1538.1951819125409
266.8156524184483,1.070017764391804,1.2859878540039062,1624934.2010546206,2826.1032083293967,1.4818902341014597,1543.3225907464546
266.86729258486855,1.0720648168904228,1.2901535034179688,1616029.9582957376,2823.9620967690316,1.4748872410419311,1548.3218143595207
266.9187846163372,1.0741414343736224,1.2944259643554688,1606925.4021687962,2821.762276062159,1.4677212003300593,1553.4492231934346
266.97012653402976,1.0762476170231783,1.2986984252929688,1597849.3583132266,2819.5586240654816,1.4605720250366578,1558.5766320273483
267.02131636489077,1.0783833647082441,1.3028640747070312,1589027.8160634008,2817.4063993494956,1.4536179503861804,1563.5758556404144
267.07235214170913,1.0805486769729378,1.3071365356445312,1580008.5380052922,2815.195256824337,1.44650249170123,1568.703264474328
267.1232319031943,1.082743553023813,1.3113021850585938,1571242.629602255,2813.0357781597377,1.4395815501644942,1573.7024880873942
267.1739536940512,1.0849679917172181,1.3155746459960938,1562280.7005761142,2810.8172462233774,1.4325003364695374,1578.829896921308
267.2245155650555,1.0872219915465524,1.3198471069335938,1553348.02401087,2808.5950113157123,1.4254366587414624,1583.9573057552218
267.2749155731286,1.0895055506294147,1.3240127563476562,1544666.9631917027,2806.4247916966574,1.418566580645958,1588.9565293682879
267.32515178141233,1.0918186666946477,1.3282852172851562,1535792.4702373312,2804.195319343684,1.4115379156263663,1594.0839382022016
267.3752222593431,1.0941613370692875,1.3324508666992188,1527168.397262931,2802.018092302052,1.4047022161230358,1599.0831618152677
267.4251250827264,1.0965335586654126,1.3367233276367188,1518352.6130925885,2799.7814831437217,1.3977090548713083,1604.2105706491816
267.47485833381074,1.098935327966896,1.3409957885742188,1509566.7478952252,2797.5412987269096,1.390734052774878,1609.3379794830953
267.52442010136104,1.1013666410160705,1.3451614379882812,1501029.4558739946,2795.353701175231,1.383951024375013,1614.3372030961614
267.5738084807324,1.1038274934002983,1.3494338989257812,1492303.0476061506,2793.106531159556,1.3770122379388305,1619.464611930075
267.6230215739432,1.1063178802384577,1.3535995483398438,1483823.9572158928,2790.9121714795015,1.370264743049291,1624.4638355431412
267.67205748974806,1.1088377961673443,1.3578720092773438,1475157.4743749956,2788.6581159743705,1.3633626265496452,1629.591244377055
